Brand,Model,Series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,Price (Rs)
HP,15-R203TX (K8U03PA),Pavilion,25.3 Millimeter thickness,378 x 259 x 25.3  mm,2.2 Kg weight,Black,DOS,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlit BrightView Widescreen Display,No,Intel Core i5-5200U (5th Gen),2.2 Ghz,,3 MB,NVIDIA GeForce 820M,4 GB,DDR3,1600 Mhz,2 DIMM,1 x 4 Gigabyte,,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,,1,2.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,2 x Stereo Speakers,,Yes,Digital Microphone,Touchpad with Multi-touch Gesture support,Full-size Textured Island Style Keyboard with Numeric Keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,8 GB,,,,1 TB,5400 RPM,SATA,1.0,No,Yes,,,,,,,,Out of Stock,41800.0
HP,15-p275tx (L2Z04PA),Pavilion,23.9 Millimeter thickness,384 x 260 x 23.9  mm,2.2 Kg weight,Silver,Windows 8.1,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD BrightView WLED-backlit Display,No,Intel Core i3-5010U (5th Gen),2.1 Ghz,,3 MB,NVIDIA GeForce 830M,8 GB,DDR3,1600 Mhz,2 SODIMM,1 x 8 Gigabyte,,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,,1,1.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,2 x Stereo Speakers,BeatsAudio,Yes,Dual Array Digital Microphone,HP Imagepad with Multi-touch Gesture support,Full-size island-style with numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,16 GB,,,,1 TB,5400 RPM,SATA,2.0,No,Yes,,,,,,,,Out of Stock,47390.0
Lenovo,5 15ACH6 (82JW00CMIN),Legion,25.7 Millimeter thickness,362.56 x 260.61 x 25.7  mm,2.4 Kg weight,"Phantom Blue, Shadow Black",Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate   250 nits Brightness   45% NTSC Color Gamut   Free-Sync   DC Dimmer),No,AMD Hexa Core Ryzen 5 5600H,3.3 Ghz,AMD Soc,19 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,2,2x4 Gigabyte,512 GB,,,Li-Ion,230 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.1,,1,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,"High Definition (HD) Audio, 2 W x 2 Stereo Speakers, Nahimic Audio",Yes,Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,"White Keyboard, English",No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,16 GB,,,"Yes, White Backlit Keyboard, English",,,,1.0,No,,,1.0,,,,,,Available,77990.0
Acer,A315-21-43WX (NX.GNVSI.004),Aspire,,,2.1 Kg weight,Black,Linux,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlit Display,No,AMD Dual Core A4-9120,2.2 Ghz,,1 MB,AMD Radeon R5,4 GB,DDR4,2133 Mhz,1,1 x 4 Gigabyte,,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD Media Card Reader,1,1.0,Yes,1.0,Yes,Yes,Yes,HD 720p,,Dual Speakers,,Yes,Internal Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,Yes,,1 TB,5400 RPM,SATA,2.0,No,No,5.5 Hrs,,,,,,,Available,20990.0
Dell,3405 (D552235WIN9B),Vostro,19.9 Millimeter thickness,328 x 239 x 19.9  mm,1.59 Kg weight,Accent Black,Windows 11 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,FHD WVA AG Narrow Border,No,AMD Dual Core Ryzen 3-3250U,4.0 Ghz,,4 MB,AMD Radeon,8 GB,DDR4,2400 Mhz,2,,512 GB,,3 Cell,,65 W,802.11 a/b/g/n/ac,5.0,Yes,5.0,,1,1.0,Yes,1.0,Yes,Yes,Yes,720,,Built-in Speaker,Waves Maxx Audio Pro,Yes,,Touchpad,English International Non Keyboard,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,16 GB,,,"Yes, English International Non Backlit Keyboard",,,,,,Yes,10 Hrs,,,,,,,Available,38650.0
Asus,S14 Flip TN3402QA-LZ511WS,Vivobook,19 Millimeter thickness,313 x 228 x 19  mm,1.5 Kg weight,Cool Silver,Windows 11 Home Basic,,14 Inches (35.56 cm),1920 x 1200 Pixels,162 ppi,,FHD+ (1920 x 1200   WUXGA )16:10 aspect ratio   LED-Backlit   Glossy IPS-level Panel   300nits   TV Rheinland-certified   Touch screen   With stylus support   Screen-to-body ratio: 85 %,Yes,AMD Hexa Core Ryzen 5 - 5600H,4.2 Ghz,,19 MB,AMD Radeon,16 GB,DDR4,,2,2*8 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,1.0,,,Yes,Yes,Yes,1080,,Built-in Speakers,,Yes,Built-in Microphones,,Chiclet Keyboard,Yes,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,,,8 Hrs,1.0,,,,NVMe PCIe,,Available,64999.0
MSI,PL62 7RC-270XIN,Prestige,22 Millimeter thickness,383 x 260 x 22  mm,2.2 Kg weight,Silver,DOS,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Widescreen Anti-glare Display,No,Intel Core i5-7300HQ (7th Gen),2.5 Ghz,Intel HM175 Express,6 MB,NVIDIA Geforce MX150,8 GB,DDR4,2400 Mhz,1,1 x 8 Gigabyte,,,6 Cell,Li-Ion,120 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media Card Reader,1,1.0,Yes,1.0,Yes,Yes,Yes,HD 720p,,Quad Speakers,Nahimic 2 Sound Technology,Yes,Digital Microphone,Touchpad with Multi-touch Gesture Support,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,32 GB,,Yes,,1 TB,5400 RPM,SATA,2.0,No,No,,,,,,,,Available,48990.0
Lenovo,16ACH6H (82JQ00TMIN),Legion 5 Pro,21.7 Millimeter thickness,356 x 260.4 x 21.7  mm,2.45 Kg weight,"Storm Grey, Black",Windows 10 Home Basic,64-bit,16 Inches (40.64 cm),2560 x 1600 Pixels,189 ppi,LED,WQXGA IPS 500nits Anti-glare   100% sRGB   Dolby Vision   HDR Display,No,AMD Octa Core Ryzen 7 5800H,,,16 MB,NVIDIA GeForce RTX 3070,32 GB,DDR4,3200 Mhz,1,1x32 Gigabyte,1 TB,,4 Cell,Li-Ion,80 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1,,,,Yes,Yes,Yes,720p HD,,Built-in Stereo Speakers,"2W x2, Nahimic Audio, Realtek ALC3306 codec",Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,"4-Zone RGB LED , English",No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",165 Hz,,8 GB,,,,"Yes, 4-Zone RGB LED Backlit, English",,,,2.0,No,,,1.0,,,,,,Available,172990.0
MSI,GP75 Leopard 9SE-485IN,,24.5 Millimeter thickness,381 x 261.62 x 24.5  mm,2.4 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-Glare Display,No,Intel Core i7-9750H (9th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce RTX 2060,16 GB,DDR4,2400 Mhz,1,1x16 Gigabyte,512 GB,,6 Cell,Li-Ion,180 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD Media card Reader,1,,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Nahimic Audio Technology,Yes,Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,6 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",1 TB,7200 RPM,SATA,,No,No,,1.0,51 WHrs,,,NVMe PCIe,,Available,119990.0
Dell,3169 (Z568503SIN9),Inspiron 11,20.9 Millimeter thickness,287.6 x 201.9 x 20.9  mm,1.7 Kg weight,Blue,Windows 10 Home Basic,64-bit,11.6 Inches (29.46 cm),1366 x 768 Pixels,135 ppi,LED,LED-Backlit Touch Display,Yes,Intel Core m3-6Y30 (6th Gen),2.2 Ghz,,4 MB,Intel HD Graphics,4 GB,DDR3,1600 Mhz,1,1 x 4 Gigabyte,,,2 Cell,Li-Ion,32 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD media card reader (3-in-1),1,1.0,Yes,1.0,Yes,Yes,Yes,HD 720p,,Dual Speakers,Waves MaxxAudio Pro,Yes,Digital Microphones,Touchpad with Multi-touch Gesture support,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,Yes,,500 GB,5400 RPM,SATA,1.0,No,No,,,,,,,,Available,40944.0
Asus,UX325EA-KG701WS,ZenBook 13,13.9 Millimeter thickness (Slim),304.2 x 203 x 13.9  mm,1.14 Kg weight (Light-weight),Lilac Mist,Windows 11 Home Basic,64-bit,13.3 Inches (33.78 cm),1920 x 1080 Pixels,166 ppi,OLED,FHD   OLED (550nits peak brightness   100% DCI-P3 color gamut),No,Intel Core i7-1165G7 (11th Gen),2.8 Ghz,,12 MB,Intel Iris Xe,16 GB,LPDDR4X,4266 Mhz,1,1*16 Gigabyte,1 TB,,4 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,,Yes,,Yes,Yes,Yes,720,,Built-In Speakers,,Yes,Built-In Array Microphones,,Chiclet Keyboard,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,,,13 Hrs,,,,,,,Available,84990.0
Asus,FA577NU-LP082W,TUF Gaming A15,10.2 Millimeter thickness (Slim),432.9 x 313 x 10.2  mm,2.20 Kg weight,Jaeger Gray,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD (1920 x 1080) 16:9   144Hz vIPS-Level Anti-Glare Display   250Nits 1000:1,No,AMD Octa Core Ryzen 7 - 7735HS,4.7 Ghz,,16 MB,NVIDIA GeForce RTX 4050,16 GB,DDR5,4800 Mhz,2,2*8 Gigabyte,512 GB,M.2/Optane,4 Cell,Li-Ion,240 W,802.11 b/g/n/ax,6.0,Yes,,,1,,,1.0,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,Touchpad,Chiclet Keyboard 1-Zone RGB,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",144 Hz,250 nits,6 GB,32 GB,,No,"Yes, Backlit Chiclet Keyboard 1-Zone RGB",,,,,,,,2.0,,16:9,8.0,,,Available,85990.0
Asus,M515DA-BQ512TS,,19.9 Millimeter thickness,360 x 235 x 19.9  mm,1.80 Kg weight,Transparent Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LCD Anti-Glare Display (250 nits Brightness   45% NTSC Color Gamut   83% Screen-to-Body Ratio),No,AMD Quad Core Ryzen 5 3500U,2.1 Ghz,,4 MB,AMD Radeon Vega 8,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD media card reader,1,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Sonic Master,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard with Numeric Keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,Yes,,1.0,,,,,,Available,45490.0
HP,x360 14-ek0137TU (7C273PA),Pavilion,19.9 Millimeter thickness,322 x 210 x 19.9  mm,1.51 Kg weight,Natural Silver,Windows 11 Home Basic,,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Diagonal   FHD (1920 x 1080)   Multitouch-Enabled   IPS   Edge-To-Edge Glass   Micro-Edge   250 Nits   45% NTSC,No,Intel Core i3-1215U (12th Gen),4.2 Ghz,Intel Integrated SoC,10 MB,Intel UHD,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1,,Yes,,Yes,Yes,Yes,720p,Audio by B&O,Dual Speakers,HP Audio Boost,Yes,Integrated Dual Array Digital Microphone,Hp Imagepad With Multi-Touch Gesture Support,"Full-Size, , Natural Silver Keyboard",No,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,250 nits,,8 GB,,,"Yes, Full-Size, Backlit, Natural Silver Keyboard",,,,,,,11 Hrs,1.0,43 WHrs,,6.0,NVMe PCIe,Yes,Available,54490.0
Lenovo,520 (80X800RWIN),Yoga 520,19.9 Millimeter thickness,328 x 229 x 19.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare IPS Touch Display,Yes,Intel Core i5-7200U (7th Gen),2.5 Ghz,,3 MB,Intel HD 620,8 GB,DDR4,2133 Mhz,1,1 x 8 Gigabyte,,,2 Cell,Li-Po,35 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD media card reader (4-in-1),1,,Yes,,Yes,Yes,Yes,HD 720p,,Dual Speakers,,Yes,Internal Microphone,Touchpad,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,Yes,,1 TB,5400 RPM,SATA,2.0,No,No,10 Hrs,,,,,,,Available,71175.0
Dell,14 5406 (D560384WIN9S),Inspiron 14,19 Millimeter thickness,324 x 222 x 19  mm,1.72 Kg weight,Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD WVA Touch Screen Display with Active Pen,Yes,Intel Core i3-1115G4 (11th Gen),3.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,3200 Mhz,2,2x4 Gigabyte,512 GB,,3 Cell,Li-Po,,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Waves Maxx Audio Pro,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,"Yes, Backlit Keyboard",,,,2.0,No,,6 Hrs,,,,,,,Available,56690.0
Asus,UX435EG-AI701TS,Zenbook 14,16.9 Millimeter thickness,319 x 199 x 16.9  mm,1.29 Kg weight (Light-weight),Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-1165G7 (11th Gen),4.0 Ghz,,12 MB,NVIDIA GeForce MX450,16 GB,LPDDR4X,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Ion,67 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1,,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,No,,,2.0,,,,,,Available,104694.0
Lenovo,E15 (20TDS0A700),Thinkpad,18.9 Millimeter thickness,365 x 240 x 18.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-1165G7 (11th Gen),2.8 Ghz,,12 MB,NVIDIA GeForce MX450,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.1,,,1.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,English Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, English Backlit Keyboard",,,,,No,,10.8 Hrs,1.0,,,,,,Available,99990.0
Microsoft,Surface Book (KSR-00020),,14.5 Millimeter thickness (Slim),308.1 x 223.3 x 14.5  mm,1.25 Kg weight (Light-weight),Platinum,Windows 10 Professional,64-bit,13.5 Inches (34.29 cm),2256 x 1504 Pixels,201 ppi,LED,Quad HD LED Backlit PixelSense with Corning Gorilla Glass 3 Multi-touch Display,Yes,Intel Core i5-7300U (7th Gen),2.6 Ghz,,3 MB,Intel HD 620,8 GB,DDR3,1600 Mhz,1,1x8 Gigabyte,128 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD Media card Reader,,,Yes,,Yes,Yes,Yes,720p HD,,Omnisonic Speakers,Dolby Audio Premium,Yes,Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Thin Cover Keyboard,No,,1 Year,"Surface Book, Surface Pen, Power Adapter, Quick Start Guide, Safety and Warranty Documents",,,,,,,,,,,1.0,No,No,14 Hrs,,,,,,,Available,81990.0
Asus,UX482EA-KA501TS,Zenbook Duo 14,16.9 Millimeter thickness,324 x 222 x 16.9  mm,1.62 Kg weight,Celestial Blue,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-Glare Touch Screen Display (400 nits Brightness   100% sRGB Color Gamut   93% Screen to Body Ratio),Yes,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel Iris Xe,8 GB,LPDDR4X,4266 Mhz,1,1x8 Gigabyte,512 GB,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1,,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,"Smart Amp Technology, Alexa Support, Cortana Support",Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,No,,,,,,,,,Available,84990.0
Acer,PH317-53-78JF ( NH.Q5QSI.001),Predator Helios 300,24.7 Millimeter thickness,403 x 280 x 24.7  mm,2.9 Kg weight,Abyssal Black,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,LED,Full HD High Brightness (300 nits) Acer ComfyViewTM LED-backlit TFT LCD   Display with IPS (In-Plane Switching) technology   supporting 144 Hz   3 ms,No,Intel Core i7-9750H (8th Gen),2.6 Ghz,,12 MB,NVIDIA Geforce RTX 2060,16 GB,DDR4,,1,1x16 Gigabyte,256 GB,,4 Cell,Li-Ion,58.7 W AC Adapter W,802.11 b/g/n,4.0,Yes,5.0,,1,,,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Built in Microphone,Touchpad with multi-touch gesture support,FineTip RGB with Independent Standard Numeric Keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,32 GB,,,"Yes, FineTip RGB with Independent Standard Numeric Backlit Keypad",1 TB,5400 RPM,SATA,,No,,,2.0,,,,,,Available,129990.0
Acer,PT715-51 (NH.Q2KSI.002),Predator Triton 700,18.9 Millimeter thickness,393 x 266 x 18.9  mm,2.6 Kg weight,Obsidian Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS Display (With 144 Hz Refresh Rate),No,Intel Core i7-7700HQ (7th Gen),2.8 Ghz,Intel HM175 Express,6 MB,NVIDIA Geforce GTX 1060,16 GB,DDR4,,2,2x8 Gigabyte,1 TB,,3 Cell,Li-Ion,180 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,,1,1.0,,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Acer TrueHarmony Plus Technology with Optimized Dolby Audio Premium Sound Technology,Yes,Built in Microphone,Touchpad with multi-touch gesture support,FineTip RGB with Independent Standard Numeric Keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,32 GB,,,"Yes, FineTip RGB with Independent Standard Numeric Backlit Keypad",,,,3.0,No,Yes,,1.0,,,,,,Available,99990.0
HP,13-ah0044tx (4SY08PA),Envy 13,14.9 Millimeter thickness (Slim),307 x 212 x 14.9  mm,1.21 Kg weight (Light-weight),Natural Silver,Windows 10 Home Basic,64-bit,13.3 Inches (33.78 cm),1920 x 1080 Pixels,166 ppi,LED,Diagonal FHD IPS Anti-Glare Micro-Edge WLED-Backlit Display,No,Intel Core i7-8550U (8th Gen),1.8 Ghz,,8 MB,NVIDIA Geforce MX150,8 GB,LPDDR3,2133 Mhz,1,1 x 8 Gigabyte,256 GB,,4 Cell,Li-Ion,53 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD Media Card Reader,1,,Yes,,Yes,Yes,Yes,HD 720p,Bang & Olufsen Play,Quad Speakers,HP Audio Boost 2.0,Yes,Integrated Dual Array Digital Microphone,HP Imagepad with Multi-touch Gesture Support,Full-Size Island-Style Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, Full-Size Island-Style Backlit Keyboard",,,,,No,No,,1.0,,,,,,Available,94490.0
MSI,Prestige 14 A10RAS-099IN,,15.9 Millimeter thickness (Slim),319 x 215 x 15.9  mm,1.29 Kg weight (Light-weight),Pink,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare IPS Display,No,Intel Core i7-10510U (10th Gen),1.8 Ghz,,8 MB,NVIDIA Geforce MX330,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,3 Cell,Li-Po,90 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD Media card Reader,,2.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,Realtek ALC 298,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,No,,,,,,,,,Available,93027.0
Lenovo,330-14IKB (81G2007DIN),Ideapad,22.7 Millimeter thickness,338 x 249 x 22.7  mm,2.1 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-Glare IPS Display,No,Intel Core i3-7020U (7th Gen),2.3 Ghz,,3 MB,Intel HD 620,4 GB,DDR4,2133 Mhz,1,1x4 Gigabyte,,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media card Reader,1,,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Dolby Audio,Yes,Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,8 GB,,,,1 TB,5400 RPM,SATA,2.0,No,,5 Hrs,1.0,,,,,,Available,29990.0
HP,13-ah0044tu (4SY28PA),Envy 13,14.9 Millimeter thickness (Slim),307 x 212 x 14.9  mm,1.21 Kg weight (Light-weight),Natural Silver,Windows 10 Home Basic,64-bit,13.3 Inches (33.78 cm),1920 x 1080 Pixels,166 ppi,LED,Diagonal FHD IPS Anti-glare micro-edge WLED-Backlit Display,No,Intel Core i7-8550U (8th Gen),1.8 Ghz,,8 MB,Intel UHD 620,8 GB,LPDDR3,2133 Mhz,1,1x8 Gigabyte,256 GB,,4 Cell,Li-Ion,53 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD Media card Reader,1,,Yes,,Yes,Yes,Yes,720p HD,Bang & Olufsen Play,Quad Speakers,HP Audio Boost 2.0,Yes,Integrated Dual Array Digital Microphone,HP Imagepad with Multi-Touch Gesture Support,Full-size island-style Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Full-size island-style Backlit Keyboard",,,,,No,No,,1.0,,,,,,Available,78378.0
Asus,X509FA-BR301T,Vivobook,22.9 Millimeter thickness,360 x 235 x 22.9  mm,1.9 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i3-1005G1 (10th Gen),2.1 Ghz,,4 MB,Intel UHD,4 GB,DDR4,,1,1x4 Gigabyte,,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard with Num-key,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,,,1 TB,5400 RPM,SATA,1.0,No,,,1.0,,,,,,Available,34150.0
